"Date","Price","Open","High","Low","Vol.","Change %"
"07/14/2021","288.29","285.78","289.11","285.30","50.70M","0.89%"
"07/13/2021","285.75","288.56","289.17","284.90","51.21M","-1.32%"
"07/12/2021","289.56","287.12","289.90","286.72","47.17M","0.86%"
"07/09/2021","287.10","284.50","287.24","283.58","52.02M","1.32%"
"07/08/2021","283.36","281.83","284.11","281.28","59.22M","-0.08%"
"07/07/2021","283.58","281.99","284.66","280.70","67.73M","0.52%"
"07/06/2021","282.10","279.26","282.39","277.86","67.38M","0.85%"
"07/02/2021","279.72","279.16","280.50","278.36","47.08M","0.52%"
"07/01/2021","278.28","277.26","280.40","276.25","56.66M","0.31%"
"06/30/2021","277.41","279.40","280.91","277.06","60.41M","-0.76%"
"06/29/2021","279.53","279.57","281.44","279.23","48.85M","-0.14%"
"06/28/2021","279.93","280.25","280.25","277.78","59.87M","0.08%"
"06/25/2021","279.71","278.13","279.82","277.47","60.90M","0.64%"
"06/24/2021","277.92","280.03","280.03","276.74","49.66M","-0.45%"
"06/23/2021","279.17","280.13","280.85","278.96","50.37M","-0.36%"
"06/22/2021","280.18","281.50","281.51","280.05","50.22M","-0.44%"
"06/21/2021","281.43","277.27","282.04","276.38","54.45M","1.92%"
"06/18/2021","276.12","279.42","280.40","276.08","120.53M","-1.50%"
"06/17/2021","280.32","278.51","280.52","278.05","60.47M","0.34%"
"06/16/2021","279.37","282.32","283.40","279.28","57.12M","-0.88%"
"06/15/2021","281.86","284.13","284.13","281.78","51.39M","-1.04%"
"06/14/2021","284.81","283.20","284.81","282.83","46.03M","0.42%"
"06/11/2021","283.61","284.35","284.35","282.36","49.32M","-0.59%"
"06/10/2021","285.29","282.68","285.93","281.93","62.00M","0.95%"
"06/09/2021","282.61","283.32","283.74","282.32","46.25M","0.16%"
"06/08/2021","282.16","281.32","283.06","280.92","57.39M","0.51%"
"06/07/2021","280.72","278.70","281.76","278.61","54.26M","0.91%"
"06/04/2021","278.18","278.89","278.97","276.80","53.61M","0.13%"
"06/03/2021","277.83","277.80","278.08","276.11","59.00M","-0.20%"
"06/02/2021","278.40","275.55","278.55","274.51","69.55M","1.41%"
"06/01/2021","274.54","271.16","274.54","270.32","51.99M","1.69%"
"05/28/2021","269.98","269.75","270.92","269.46","48.47M","0.64%"
"05/27/2021","268.25","269.01","269.56","267.97","106.17M","-0.16%"
"05/26/2021","268.68","268.39","270.30","267.70","47.60M","0.23%"
"05/25/2021","268.07","267.64","268.90","266.16","48.68M","0.31%"
"05/24/2021","267.25","265.64","268.39","265.54","51.68M","1.05%"
"05/21/2021","264.46","264.68","265.69","263.90","55.61M","-0.17%"
"05/20/2021","264.92","261.60","265.71","260.87","59.38M","1.34%"
"05/19/2021","261.41","260.41","261.43","258.07","59.04M","-0.42%"
"05/18/2021","262.51","261.63","264.05","260.30","58.36M","0.17%"
"05/17/2021","262.07","261.96","262.68","261.22","46.53M","0.00%"
"05/14/2021","262.08","260.66","262.96","260.03","46.42M","1.01%"
"05/13/2021","259.46","256.85","261.00","256.78","57.18M","1.18%"
"05/12/2021","256.44","261.70","262.24","256.17","57.97M","-2.37%"
"05/11/2021","262.66","263.37","263.42","260.38","56.88M","-1.11%"
"05/10/2021","265.62","265.86","268.12","265.21","62.45M","0.35%"
"05/07/2021","264.70","261.63","264.84","261.63","61.55M","1.21%"
"05/06/2021","261.54","260.19","261.89","259.48","66.47M","0.53%"
"05/05/2021","260.15","262.73","263.02","259.22","54.32M","-1.52%"
"05/04/2021","264.16","265.86","266.76","262.63","62.20M","-0.61%"
"05/03/2021","265.78","267.44","267.51","265.44","65.86M","-0.48%"
"04/30/2021","267.06","264.96","267.53","264.38","73.22M","0.62%"
"04/29/2021","265.42","264.96","266.16","263.67","63.20M","0.68%"
"04/28/2021","263.62","264.84","265.49","263.47","57.93M","-0.34%"
"04/27/2021","264.52","265.07","265.35","264.01","53.81M","-0.02%"
"04/26/2021","264.58","265.24","266.00","263.89","47.93M","0.20%"
"04/23/2021","264.05","263.09","264.69","262.34","49.65M","0.58%"
"04/22/2021","262.52","262.95","264.76","262.15","54.48M","-0.38%"
"04/21/2021","263.51","262.99","264.10","262.14","51.63M","0.40%"
"04/20/2021","262.45","258.85","263.14","258.85","60.94M","1.12%"
"04/19/2021","259.54","258.95","259.58","257.26","49.82M","0.29%"
"04/16/2021","258.78","259.40","259.58","258.07","58.04M","0.17%"
"04/15/2021","258.34","254.54","258.38","254.54","60.25M","1.95%"
"04/14/2021","253.39","254.88","256.31","253.25","42.71M","-0.69%"
"04/13/2021","255.16","253.43","255.36","253.13","53.88M","0.63%"
"04/12/2021","253.55","252.73","253.59","250.54","51.97M","0.55%"
"04/09/2021","252.17","252.16","252.60","251.15","48.35M","0.14%"
"04/08/2021","251.81","253.07","254.49","251.67","50.11M","-0.56%"
"04/07/2021","253.24","253.28","253.89","251.02","54.03M","0.15%"
"04/06/2021","252.87","251.86","252.89","250.82","60.60M","0.18%"
"04/05/2021","252.42","251.74","252.52","249.97","56.36M","0.61%"
"04/01/2021","250.90","248.38","251.04","247.11","53.76M","1.58%"
"03/31/2021","247.00","247.03","249.64","245.78","68.53M","-0.49%"
"03/30/2021","248.21","248.50","249.21","247.62","44.19M","-0.49%"
"03/29/2021","249.43","248.75","250.55","246.43","51.07M","-0.18%"
"03/26/2021","249.87","245.03","250.06","244.59","51.24M","2.47%"
"03/25/2021","243.85","241.60","244.32","239.50","57.98M","0.79%"
"03/24/2021","241.95","242.32","244.43","241.25","62.97M","-0.53%"
"03/23/2021","243.24","242.24","244.78","241.96","63.94M","0.35%"
"03/22/2021","242.40","239.62","243.07","239.03","54.11M","1.11%"
"03/19/2021","239.73","242.58","243.80","239.72","121.27M","-1.26%"
"03/18/2021","242.80","242.91","243.59","241.14","56.31M","-0.74%"
"03/17/2021","244.60","244.29","244.76","242.41","61.38M","-0.16%"
"03/16/2021","244.99","245.43","246.10","243.86","60.51M","-0.02%"
"03/15/2021","245.04","242.18","245.60","241.01","65.83M","1.18%"
"03/12/2021","242.19","238.01","242.25","238.01","68.17M","1.50%"
"03/11/2021","238.60","235.43","240.29","235.42","66.84M","1.50%"
"03/10/2021","235.07","233.41","236.45","232.67","61.45M","0.99%"
"03/09/2021","232.77","231.76","234.41","231.76","67.03M","1.06%"
"03/08/2021","230.32","229.86","233.05","228.14","66.41M","0.53%"
"03/05/2021","229.11","228.10","230.11","223.24","71.56M","1.15%"
